FECHA,Transporte,Ruta,Repartidor,Destinatario mcía.,Entrega,Material,Denominación,Cantidad entrega,Un.medida venta,Destinatario mcía..1,Nombre 1,Nombre 2,Calle,CP,Población,ZonaTransp,ZonaTransp.1,caixes_per_palet,volum_palet_l,pes_palet_kg,palets_equiv
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0412,MOMENT TEA ROOIBOS COPACABANA 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0418,MOMENT TEA PU ERH STRAWBERRY 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0419,MOMENT TEA NEGRO SUE. CAN. 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0414,MOMENT TEA GREEN MATCHA 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF0417,MOMENT TEA BLACKCHAI 15U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,100.0,0.0,0.0,0.01
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0CF1123,MOMENT TEA  TÉ MATCHA LATTE 10U,1,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,100.0,0.0,0.0,0.01
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,1PLV1120,EXPOSITOR MADERA MOMENT TEA,1,UN,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,100.0,0.0,0.0,0.0016666666666666668
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963535,0AM1634,XPLICIT EDULCORANTE 1G 150U,2,CAJ,9100517701,CLUB BASQUET VIC,CLUB BASQUET VIC,PLAZA PARE MILLAN S/N,8500,VIC,DD13100050,AFORES,1080.0,0.0,0.0,0.001851851851851852
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,5,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,63.0,756.0,812.7,0.07936507936507936
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0AG0183,VICHY CATALAN GAS 30CL RET 24U,1,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,48.0,0.0,0.0,0.020833333333333332
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,1,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0LT0036,CACAOLAT VIDRIO 20CL SR 24U,1,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,84.0,0.0,0.0,0.011904761904761904
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",2,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,80.0,0.0,0.0,0.025
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0RF0332,ZALA GASEOSA 50CL S/R 12U,1,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,108.0,0.0,0.0,0.009259259259259259
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0ZU0020,GRANINI MELOCOTON  20CL 24U,1,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,90.0,0.0,756.0,0.011111111111111112
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0ZU0024,GRANINI PIÑA 20CL 24U,1,CAJ,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,90.0,0.0,756.0,0.011111111111111112
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0AM1278,BARGALLO ACEITE VIRGEN EXTRA 5L,1,UN,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,150.0,0.0,0.0,0.0011111111111111111
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0AM5250,VERISOL RELLENA ANCHOA 200/220,1,UN,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963536,0AM1569,TABASCO ROJO 60ML,2,UN,9100397795,PADEL OSONA GURB,PADEL OSONA GURB,CALLE SANT ROC 29,8503,GURB,DD13100050,AFORES,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963537,ED13,ESTRELLA DAMM 1/3 RET. PP,2,CAJ,9100389125,ALOE,ALOE,MENENDEZ I PELAYO 1,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.03333333333333333
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963537,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,CAJ,9100389125,ALOE,ALOE,MENENDEZ I PELAYO 1,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963537,0ZU0027,LAMBDA MELOCOTON SIN 20CL 24U,1,CAJ,9100389125,ALOE,ALOE,MENENDEZ I PELAYO 1,8500,VIC,DD13100055,ESTADI,1000.0,0.0,0.0,0.001
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963538,FD13,FREE DAMM 1/3 RET.,1,CAJ,9100374429,LA TAVERNA D'EN NORTON,LA TAVERNA D'EN NORTON,PLAZA PES 6,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963538,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100374429,LA TAVERNA D'EN NORTON,LA TAVERNA D'EN NORTON,PLAZA PES 6,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963538,VE11,AGUA VERI 1/1 VIDRIO RET.,2,CAJ,9100374429,LA TAVERNA D'EN NORTON,LA TAVERNA D'EN NORTON,PLAZA PES 6,8500,VIC,DD13100053,CENTRE,40.0,480.0,863.6,0.05
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963538,CJ11V,CAJAS COMPLETAS 1/1 V,2,CAJ,9100374429,LA TAVERNA D'EN NORTON,LA TAVERNA D'EN NORTON,PLAZA PES 6,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963538,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100374429,LA TAVERNA D'EN NORTON,LA TAVERNA D'EN NORTON,PLAZA PES 6,8500,VIC,DD13100053,CENTRE,6.0,180.0,256.728,0.027777777777777776
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963538,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100374429,LA TAVERNA D'EN NORTON,LA TAVERNA D'EN NORTON,PLAZA PES 6,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,ED13,ESTRELLA DAMM 1/3 RET. PP,7,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.11666666666666667
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,FD15,FREE DAMM 1/5 LN RET.,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,70.0,420.0,983.01,0.014285714285714285
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,VO15LN,VOLL DAMM 1/5 LN,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,60.0,360.0,860.4,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,ED13,ESTRELLA DAMM 1/3 RET. PP,4,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.06666666666666667
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,FD15,FREE DAMM 1/5 LN RET.,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,70.0,420.0,983.01,0.014285714285714285
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,XI13,XIBECA 5% 1/3 RET,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963539,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100374304,BAR PRIEGO,BAR PRIEGO,CALLE ENRIC PRAT DE LA RIBA 49,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,ED13,ESTRELLA DAMM 1/3 RET. PP,7,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.11666666666666667
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,XI13,XIBECA 5% 1/3 RET,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,ED13,ESTRELLA DAMM 1/3 RET. PP,4,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.06666666666666667
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,FD13,FREE DAMM 1/3 RET.,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,XI13,XIBECA 5% 1/3 RET,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963540,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100324575,BAR SOL NOU,BAR SOL NOU,PASEO GENERALITAT 8,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963541,ED13,ESTRELLA DAMM 1/3 RET. PP,2,CAJ,9100158925,VINS I BEGUDES REMEI,VINS I BEGUDES REMEI,CALLE VIRREI AVILES 28,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.03333333333333333
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963541,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,CAJ,9100158925,VINS I BEGUDES REMEI,VINS I BEGUDES REMEI,CALLE VIRREI AVILES 28,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963541,ED13,ESTRELLA DAMM 1/3 RET. PP,1,CAJ,9100158925,VINS I BEGUDES REMEI,VINS I BEGUDES REMEI,CALLE VIRREI AVILES 28,8500,VIC,DD13100055,ESTADI,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963541,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100158925,VINS I BEGUDES REMEI,VINS I BEGUDES REMEI,CALLE VIRREI AVILES 28,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,FD13,FREE DAMM 1/3 RET.,2,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.03333333333333333
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,VO13,VOLL-DAMM 1/3 RET.,1,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,6.0,180.0,256.728,0.027777777777777776
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,VE12,AGUA VERI 1/2 VIDRIO RET.,12,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,50.0,500.0,1020.3,0.24
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,CJ12V,CAJAS COMPLETAS 1/2 V,12,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",6,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,45.0,810.0,880.2,0.13333333333333333
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,0AG0011,VICHY CATALAN GAS 1/2 RET 20U,1,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,40.0,0.0,688.0,0.025
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,3ENV0041,C.C. AGUA 1/2 VICHY-FONT D'OR,1,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,0RF0006,FUENTPINOS GASEOSA 50CL RET 20U ,2,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,36.0,0.0,0.0,0.05555555555555555
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,3ENV0038,C.C.GASEOSA 1/2 FUENTPINOS     ,2,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,0AM3979,LOTUS BISCOFF BISCUITS CRUMB 750G,1,UN,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,0LM0506,GC SECAMANOS NATURE 2C.106M 235X200 6U,3,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.016666666666666666
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963542,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,CAJ,9100134828,EL CALIU RESTAURANT (VIC),EL CALIU RESTAURANT (VIC),CALLE RIERA 13,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963543,ED15LN,ESTRELLA DAMM 1/5 LN,12,CAJ,9100058850,BAR LA PISTA,BAR LA PISTA,CALLE SOLEDAT 4,8500,VIC,DD13100055,ESTADI,70.0,360.0,860.4,0.17142857142857143
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963543,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,12,CAJ,9100058850,BAR LA PISTA,BAR LA PISTA,CALLE SOLEDAT 4,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963543,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100058850,BAR LA PISTA,BAR LA PISTA,CALLE SOLEDAT 4,8500,VIC,DD13100055,ESTADI,6.0,180.0,256.728,0.027777777777777776
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963543,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100058850,BAR LA PISTA,BAR LA PISTA,CALLE SOLEDAT 4,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963543,ED15LN,ESTRELLA DAMM 1/5 LN,8,CAJ,9100058850,BAR LA PISTA,BAR LA PISTA,CALLE SOLEDAT 4,8500,VIC,DD13100055,ESTADI,70.0,360.0,860.4,0.11428571428571428
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963543,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,8,CAJ,9100058850,BAR LA PISTA,BAR LA PISTA,CALLE SOLEDAT 4,8500,VIC,DD13100055,ESTADI,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963544,ED13,ESTRELLA DAMM 1/3 RET. PP,4,CAJ,9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,8500,VIC,DD13100053,CENTRE,60.0,475.2,1020.0,0.06666666666666667
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963544,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,CAJ,9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963544,VE13,AGUA VERI 1/3 VIDRIO RET.,2,CAJ,9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,8500,VIC,DD13100053,CENTRE,60.0,475.2,1029.0,0.03333333333333333
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963544,CJ13V,CAJAS COMPLETAS 1/3 V,2,CAJ,9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,8500,VIC,DD13100053,CENTRE,,,,0.1
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963544,0AG0183,VICHY CATALAN GAS 30CL RET 24U,1,CAJ,9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,8500,VIC,DD13100053,CENTRE,48.0,0.0,0.0,0.020833333333333332
05/02/2026,11443257,DR0051,855190,PEREZ PEREZ NEWMAN GREGORIO,827963544,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,1,CAJ,9100058727,SNACK (VIC),SNACK (VIC),Plaça Major 28,8500,VIC,DD13100053,CENTRE,,,,0.1
